overlay_id,source_table,source_row_id,title,target_state,target_locality,place_signal,display_label,map_display_status
maplead_c6e900a5609adf877881e547,release_lead_overlay_items,rellead_5cf52950c5ffc6a9fc8160db,Central Australian Historical Society NT 1955 ghost expansion lead,NT,Tennant Creek,Tennant Creek,Research lead overlay,overlay_not_public_map
maplead_186e8d352e954f8aed45b6ea,release_lead_overlay_items,rellead_6eda0cb82e5083f0f54b0d4d,Historical Society of the Northern Territory NT 1955 ghost expansion lead,NT,Tennant Creek,Tennant Creek,Research lead overlay,overlay_not_public_map
maplead_be1be3214e77c4a8418dee1e,release_lead_overlay_items,rellead_7d0b2406c7da6d4e878d14de,Historical Society of the Northern Territory NT 1955 ghost expansion lead,NT,Pine Creek,Pine Creek,Research lead overlay,overlay_not_public_map
maplead_f093d292c80263ec615bba2c,release_lead_overlay_items,rellead_8d643e655b068abbbfb0a4e8,Katherine Museum NT 1955 ghost expansion lead,NT,Alice Springs,Alice Springs,Research lead overlay,overlay_not_public_map
maplead_ba218122db3925dfc995699f,release_lead_overlay_items,rellead_e1251266eb691063eb55189d,Museum and Art Gallery of the Northern Territory NT 1955 ghost expansion lead,NT,Alice Springs,Alice Springs,Research lead overlay,overlay_not_public_map
maplead_f693add6eef90474beadd83d,release_lead_overlay_items,rellead_f56fa3057135d8c10981e672,Pine Creek Museum NT 1955 ghost expansion lead,NT,Alice Springs,Alice Springs,Research lead overlay,overlay_not_public_map
maplead_9b6cb174f78fe1358d89db54,release_lead_overlay_items,rellead_4d11adc7bdc36dcd99df4380,LANT Archives Navigator NT 1955 ghost expansion lead,NT,Darwin,Darwin,Research lead overlay,overlay_not_public_map
maplead_957a3516fb4e96e90a85d21b,release_lead_overlay_items,rellead_9d7990d756cba873004fd93d,Library & Archives NT NT 1955 ghost expansion lead,NT,Tennant Creek,Tennant Creek,Research lead overlay,overlay_not_public_map
maplead_3364f95b9f9fdb64eab90c37,release_lead_overlay_items,rellead_8d33438c91153a45f5f5b390,Library & Archives NT Catalogue NT 1955 ghost expansion lead,NT,Tennant Creek,Tennant Creek,Research lead overlay,overlay_not_public_map
maplead_195c5a92f47df82def00a6bd,release_lead_overlay_items,rellead_9a40b6d1182b6902acfdd5ea,Territory Stories NT 1955 ghost expansion lead,NT,Darwin,Darwin,Research lead overlay,overlay_not_public_map
maplead_3c10653ba21b2b26811ef109,release_lead_overlay_items,rellead_ad03054f64c6ce4df02a49f5,Territory Stories NT 1955 ghost expansion lead,NT,Darwin,Darwin,Research lead overlay,overlay_not_public_map
maplead_2c06a3a043d577bbf7e8f4f7,release_lead_overlay_items,rellead_86dfca4630ba51d9de17bbb5,Alice Springs Public Library Local History NT 1956 ghost expansion lead,NT,Katherine,Katherine,Research lead overlay,overlay_not_public_map
maplead_fa226eeb68a9fd136166d575,release_lead_overlay_items,rellead_15ad67bea576c6290d466f49,Alice Springs Public Library Local History NT 1956 ghost expansion lead,NT,Katherine,Katherine,Research lead overlay,overlay_not_public_map
maplead_2e211b81d778a38c6379b979,release_lead_overlay_items,rellead_d2b6801fc5de530da1896397,Darwin City Libraries Local History NT 1956 ghost expansion lead,NT,Tennant Creek,Tennant Creek,Research lead overlay,overlay_not_public_map
maplead_080b90f84b04f4ccc43a3c53,release_lead_overlay_items,rellead_6e86684d477c74bbc0ae5d51,Darwin City Libraries Local History NT 1956 ghost expansion lead,NT,Tennant Creek,Tennant Creek,Research lead overlay,overlay_not_public_map
maplead_1ba6beca1df4678c76376500,release_lead_overlay_items,rellead_22339237aca5b68edc89ba6e,Tennant Creek and Barkly History NT 1956 ghost expansion lead,NT,Pine Creek,Pine Creek,Research lead overlay,overlay_not_public_map
maplead_8b186ef2a40d36d8180bee67,release_lead_overlay_items,rellead_406f2ee63ee4eed022d66fd1,NT Heritage Register NT 1956 ghost expansion lead,NT,Darwin,Darwin,Research lead overlay,overlay_not_public_map
maplead_ecc49f78e2c20614c7c5f062,release_lead_overlay_items,rellead_bb9b1836d0140f1a75526b73,National Trust NT NT 1956 ghost expansion lead,NT,Katherine,Katherine,Research lead overlay,overlay_not_public_map
maplead_2c100500569f1a040be77c7a,release_lead_overlay_items,rellead_841ef0e18cbc2181faa4d3fa,National Trust Northern Territory NT 1956 ghost expansion lead,NT,Katherine,Katherine,Research lead overlay,overlay_not_public_map
maplead_fa3424ee3afffefe58302846,release_lead_overlay_items,rellead_6a5d24c4860f5d2174d9529a,Northern Territory Heritage Register NT 1956 ghost expansion lead,NT,Alice Springs,Alice Springs,Research lead overlay,overlay_not_public_map
maplead_151fff76748d2a75d66c0dda,release_lead_overlay_items,rellead_f69da9d638c5e200d0891c29,Central Australian Historical Society NT 1956 ghost expansion lead,NT,Pine Creek,Pine Creek,Research lead overlay,overlay_not_public_map
maplead_2139d11596ac734b0843917d,release_lead_overlay_items,rellead_5b494c5bc403b0ac121f9156,Historical Society of the Northern Territory NT 1956 ghost expansion lead,NT,Pine Creek,Pine Creek,Research lead overlay,overlay_not_public_map
maplead_23dbeab40c6b470edf333ded,release_lead_overlay_items,rellead_4469ae9bdb96fc6d07557842,Historical Society of the Northern Territory NT 1956 ghost expansion lead,NT,Pine Creek,Pine Creek,Research lead overlay,overlay_not_public_map
maplead_d916370afbff8c284f7650b1,release_lead_overlay_items,rellead_a651ee0d69d58e7e068274ac,Katherine Museum NT 1956 ghost expansion lead,NT,Tennant Creek,Tennant Creek,Research lead overlay,overlay_not_public_map
maplead_979ee83d98fd58f07b7e71aa,release_lead_overlay_items,rellead_20b590dc0e35e7613445a3d7,Museum and Art Gallery of the Northern Territory NT 1956 ghost expansion lead,NT,Tennant Creek,Tennant Creek,Research lead overlay,overlay_not_public_map
maplead_a366a791f44fb8d33b712a1a,release_lead_overlay_items,rellead_72945d2f25545443cea47452,Pine Creek Museum NT 1956 ghost expansion lead,NT,Tennant Creek,Tennant Creek,Research lead overlay,overlay_not_public_map
maplead_5dbcffea2bd1c90583345680,release_lead_overlay_items,rellead_f3bd0e1765d25f94a62f8151,LANT Archives Navigator NT 1956 ghost expansion lead,NT,Katherine,Katherine,Research lead overlay,overlay_not_public_map
maplead_0a0f31a66bc14eed46787421,release_lead_overlay_items,rellead_d93aa2519bd6295e14b6ea6e,Library & Archives NT NT 1956 ghost expansion lead,NT,Pine Creek,Pine Creek,Research lead overlay,overlay_not_public_map
maplead_afdec8bbab82c60f705f94a2,release_lead_overlay_items,rellead_0b1eb066c97ac5f650f4a4e8,Library & Archives NT Catalogue NT 1956 ghost expansion lead,NT,Pine Creek,Pine Creek,Research lead overlay,overlay_not_public_map
maplead_269e46d7b89ea663eb7bd18b,release_lead_overlay_items,rellead_821562432f9770ca13e1e000,Territory Stories NT 1956 ghost expansion lead,NT,Katherine,Katherine,Research lead overlay,overlay_not_public_map
maplead_60aabc5bb5c51cf61210cd09,release_lead_overlay_items,rellead_aa13163fc405834e179796ad,Territory Stories NT 1956 ghost expansion lead,NT,Katherine,Katherine,Research lead overlay,overlay_not_public_map
maplead_2b728c784905640145110a33,release_lead_overlay_items,rellead_e88cfd11d0a325380b634e50,Alice Springs Public Library Local History NT 1957 ghost expansion lead,NT,Alice Springs,Alice Springs,Research lead overlay,overlay_not_public_map
maplead_197977029bf5f409e771cba2,release_lead_overlay_items,rellead_770cbb43dcdc77256d0aa1b0,Alice Springs Public Library Local History NT 1957 ghost expansion lead,NT,Alice Springs,Alice Springs,Research lead overlay,overlay_not_public_map
maplead_cf745714c5f32b8524b37041,release_lead_overlay_items,rellead_705309a632d869afda89f90e,Darwin City Libraries Local History NT 1957 ghost expansion lead,NT,Tennant Creek,Tennant Creek,Research lead overlay,overlay_not_public_map
maplead_ed2c9973239c11cb060a37dd,release_lead_overlay_items,rellead_c754eb03d2602bdb4e5871a5,Darwin City Libraries Local History NT 1957 ghost expansion lead,NT,Pine Creek,Pine Creek,Research lead overlay,overlay_not_public_map
maplead_6c731026e99b8c90f8b8fa3a,release_lead_overlay_items,rellead_4a76a76393fb7f720efc04f2,Tennant Creek and Barkly History NT 1957 ghost expansion lead,NT,Darwin,Darwin,Research lead overlay,overlay_not_public_map
maplead_4742313f4149d72ca890a134,release_lead_overlay_items,rellead_2019516b78e0878bd659c60a,NT Heritage Register NT 1957 ghost expansion lead,NT,Katherine,Katherine,Research lead overlay,overlay_not_public_map
maplead_1aa3b723f06ae09224414c37,release_lead_overlay_items,rellead_2da50deeab16bf0623c1eb1c,National Trust NT NT 1957 ghost expansion lead,NT,Alice Springs,Alice Springs,Research lead overlay,overlay_not_public_map
maplead_92d4638c87995ac888435123,release_lead_overlay_items,rellead_751cacc9903d9ed4d58fae23,National Trust Northern Territory NT 1957 ghost expansion lead,NT,Alice Springs,Alice Springs,Research lead overlay,overlay_not_public_map
maplead_99d1c2da92909cd63ec3964c,release_lead_overlay_items,rellead_9ff33b8c657892abcb34316f,Northern Territory Heritage Register NT 1957 ghost expansion lead,NT,Tennant Creek,Tennant Creek,Research lead overlay,overlay_not_public_map
maplead_80e17d3b6f1f1c05ab8c4a2f,release_lead_overlay_items,rellead_a23db23a1a964f194a5e32e7,Central Australian Historical Society NT 1957 ghost expansion lead,NT,Darwin,Darwin,Research lead overlay,overlay_not_public_map
maplead_2f7f95eef2eedee63c85f92c,release_lead_overlay_items,rellead_0ff9bd28f3f92361007e4eb9,Historical Society of the Northern Territory NT 1957 ghost expansion lead,NT,Darwin,Darwin,Research lead overlay,overlay_not_public_map
maplead_353e0b2f96c4d4289c13c22e,release_lead_overlay_items,rellead_2b5258c6bd978e21b1792c5b,Historical Society of the Northern Territory NT 1957 ghost expansion lead,NT,Darwin,Darwin,Research lead overlay,overlay_not_public_map
maplead_37e9b74b14d0e2c9e4fafb50,release_lead_overlay_items,rellead_db3685343251dd3fa934f92a,Katherine Museum NT 1957 ghost expansion lead,NT,Pine Creek,Pine Creek,Research lead overlay,overlay_not_public_map
maplead_655e737d349e35b29d131be2,release_lead_overlay_items,rellead_1244b340144d9c3e15e01706,Museum and Art Gallery of the Northern Territory NT 1957 ghost expansion lead,NT,Pine Creek,Pine Creek,Research lead overlay,overlay_not_public_map
maplead_4b184cf5d1b6099510611bd8,release_lead_overlay_items,rellead_6f5889198df320b1f11ca9ae,Pine Creek Museum NT 1957 ghost expansion lead,NT,Pine Creek,Pine Creek,Research lead overlay,overlay_not_public_map
maplead_d0335100d686291e83829d3f,release_lead_overlay_items,rellead_d0a946c600716d56428a36ef,LANT Archives Navigator NT 1957 ghost expansion lead,NT,Alice Springs,Alice Springs,Research lead overlay,overlay_not_public_map
maplead_cc9ec1505d5d437d836fce3b,release_lead_overlay_items,rellead_1fd1c98cca2403b0fd114956,Library & Archives NT NT 1957 ghost expansion lead,NT,Darwin,Darwin,Research lead overlay,overlay_not_public_map
maplead_6f347d41d0111efab90d8a70,release_lead_overlay_items,rellead_dea21c9c70a0c4630e138fb8,Library & Archives NT Catalogue NT 1957 ghost expansion lead,NT,Darwin,Darwin,Research lead overlay,overlay_not_public_map
maplead_e24d3441f928300d7015b544,release_lead_overlay_items,rellead_374fdcb52216e21c755d3de0,Territory Stories NT 1957 ghost expansion lead,NT,Alice Springs,Alice Springs,Research lead overlay,overlay_not_public_map
maplead_fa8427d1e740c009cf4abf76,release_lead_overlay_items,rellead_aa6143825a2c158fec341921,Territory Stories NT 1957 ghost expansion lead,NT,Alice Springs,Alice Springs,Research lead overlay,overlay_not_public_map
maplead_df5e93083e366423d66d72f3,release_lead_overlay_items,rellead_c2e45425293a6a9d71d1703c,Alice Springs Public Library Local History NT 1958 ghost expansion lead,NT,Tennant Creek,Tennant Creek,Research lead overlay,overlay_not_public_map
maplead_71222d244e08fd30a256935c,release_lead_overlay_items,rellead_e80e3b0ceab7ca5794255492,Alice Springs Public Library Local History NT 1958 ghost expansion lead,NT,Tennant Creek,Tennant Creek,Research lead overlay,overlay_not_public_map
maplead_bbef6ab40deaa787d56201f2,release_lead_overlay_items,rellead_e1f36e5d155370dd1f66ffac,Darwin City Libraries Local History NT 1958 ghost expansion lead,NT,Pine Creek,Pine Creek,Research lead overlay,overlay_not_public_map
maplead_a3ee1da2c3a78f5f14e0bc67,release_lead_overlay_items,rellead_31f6119ac3986b5ae92c56c6,Darwin City Libraries Local History NT 1958 ghost expansion lead,NT,Pine Creek,Pine Creek,Research lead overlay,overlay_not_public_map
maplead_3436c257ed4cbc6e139d83e5,release_lead_overlay_items,rellead_e299baa13246aeb61aadd0a7,Tennant Creek and Barkly History NT 1958 ghost expansion lead,NT,Katherine,Katherine,Research lead overlay,overlay_not_public_map
maplead_cdb4dd565d8293ff30ee7cc6,release_lead_overlay_items,rellead_52640a1dc9f9a31e28f2ed9c,NT Heritage Register NT 1958 ghost expansion lead,NT,Alice Springs,Alice Springs,Research lead overlay,overlay_not_public_map
maplead_ef6f89ef430785939ef7d3cf,release_lead_overlay_items,rellead_b834c85680e971bd2f38dc66,National Trust NT NT 1958 ghost expansion lead,NT,Tennant Creek,Tennant Creek,Research lead overlay,overlay_not_public_map
maplead_539ab4ae82b56652109f3ce1,release_lead_overlay_items,rellead_585effc9a252cf5857ddc87a,National Trust Northern Territory NT 1958 ghost expansion lead,NT,Tennant Creek,Tennant Creek,Research lead overlay,overlay_not_public_map
maplead_10cd1af693866d044cb9d684,release_lead_overlay_items,rellead_6a98bd6e2dd864916f37755e,Northern Territory Heritage Register NT 1958 ghost expansion lead,NT,Pine Creek,Pine Creek,Research lead overlay,overlay_not_public_map
maplead_d4d20e2267609cb4884458f3,release_lead_overlay_items,rellead_82e3e8ee103a1675444e97b7,Central Australian Historical Society NT 1958 ghost expansion lead,NT,Katherine,Katherine,Research lead overlay,overlay_not_public_map
maplead_9648a2ef4fe254be33a8b8f2,release_lead_overlay_items,rellead_d5715fc7a52f0c8519351f96,Historical Society of the Northern Territory NT 1958 ghost expansion lead,NT,Katherine,Katherine,Research lead overlay,overlay_not_public_map
maplead_53ea3800189d6b3387a5bbbf,release_lead_overlay_items,rellead_279d78fa4b479041fb3b52f8,Historical Society of the Northern Territory NT 1958 ghost expansion lead,NT,Katherine,Katherine,Research lead overlay,overlay_not_public_map
maplead_9db72473c6ef5ff3ab2e263d,release_lead_overlay_items,rellead_66716d0fb5e73370736d5422,Katherine Museum NT 1958 ghost expansion lead,NT,Darwin,Darwin,Research lead overlay,overlay_not_public_map
maplead_dfee97c3cccd8a717b659b07,release_lead_overlay_items,rellead_f6d345be6115f26622d7e268,Museum and Art Gallery of the Northern Territory NT 1958 ghost expansion lead,NT,Darwin,Darwin,Research lead overlay,overlay_not_public_map
maplead_d109c3b08af3bc8b5e22cb3c,release_lead_overlay_items,rellead_b38179d8a4357c29b9cece93,Pine Creek Museum NT 1958 ghost expansion lead,NT,Darwin,Darwin,Research lead overlay,overlay_not_public_map
maplead_e15050329ab0610dd432c2a5,release_lead_overlay_items,rellead_860f4da47791edc34e23d81a,LANT Archives Navigator NT 1958 ghost expansion lead,NT,Tennant Creek,Tennant Creek,Research lead overlay,overlay_not_public_map
maplead_8bd502328fe33ca9cb97f96e,release_lead_overlay_items,rellead_1e9329ab34974c84438b47a1,Library & Archives NT NT 1958 ghost expansion lead,NT,Katherine,Katherine,Research lead overlay,overlay_not_public_map
maplead_3a8680e4bfd12c734bcc1b63,release_lead_overlay_items,rellead_664cf03232125fdedf08f40d,Library & Archives NT Catalogue NT 1958 ghost expansion lead,NT,Katherine,Katherine,Research lead overlay,overlay_not_public_map
maplead_d4854ae042bd47578578ec76,release_lead_overlay_items,rellead_b42a3ca5d5814dffa9c49b01,Territory Stories NT 1958 ghost expansion lead,NT,Tennant Creek,Tennant Creek,Research lead overlay,overlay_not_public_map
maplead_8b1ff844bddc2dc748c00a91,release_lead_overlay_items,rellead_c722e9f189ced9d9b7f28036,Territory Stories NT 1958 ghost expansion lead,NT,Tennant Creek,Tennant Creek,Research lead overlay,overlay_not_public_map
maplead_e78666f81acd34cd276007eb,release_lead_overlay_items,rellead_6b500937f60f2e0e4587630e,Alice Springs Public Library Local History NT 1959 ghost expansion lead,NT,Pine Creek,Pine Creek,Research lead overlay,overlay_not_public_map
maplead_a5791a7b9b97ecb8d7c82536,release_lead_overlay_items,rellead_35267463b86b5dd3bdae5fed,Alice Springs Public Library Local History NT 1959 ghost expansion lead,NT,Pine Creek,Pine Creek,Research lead overlay,overlay_not_public_map
maplead_111bf128f1c44649bfb26233,release_lead_overlay_items,rellead_da32f5c7744ef379ccf9f4b3,Darwin City Libraries Local History NT 1959 ghost expansion lead,NT,Darwin,Darwin,Research lead overlay,overlay_not_public_map
maplead_af12225267ceb7545b66a731,release_lead_overlay_items,rellead_43b448579903ffe1db8cbd92,Darwin City Libraries Local History NT 1959 ghost expansion lead,NT,Darwin,Darwin,Research lead overlay,overlay_not_public_map
maplead_3c0bee829aae72988f29ac96,release_lead_overlay_items,rellead_24330ea9ceb1616fabf57ee6,Tennant Creek and Barkly History NT 1959 ghost expansion lead,NT,Katherine,Katherine,Research lead overlay,overlay_not_public_map
maplead_858b382632b63b0e5ea3a019,release_lead_overlay_items,rellead_36f20ea94e2f7ec5e521c62f,NT Heritage Register NT 1959 ghost expansion lead,NT,Tennant Creek,Tennant Creek,Research lead overlay,overlay_not_public_map
maplead_f2eb0c65a53fd29eb9fa9f08,release_lead_overlay_items,rellead_668120bc686ac73913e915ee,National Trust NT NT 1959 ghost expansion lead,NT,Tennant Creek,Tennant Creek,Research lead overlay,overlay_not_public_map
maplead_2bad16d8b249981c386d72b6,release_lead_overlay_items,rellead_4f3d6d40318bac307ac788b7,National Trust Northern Territory NT 1959 ghost expansion lead,NT,Pine Creek,Pine Creek,Research lead overlay,overlay_not_public_map
maplead_d49f9a8a5161f7310cecf299,release_lead_overlay_items,rellead_f18abe323eb376b260f12d82,Northern Territory Heritage Register NT 1959 ghost expansion lead,NT,Darwin,Darwin,Research lead overlay,overlay_not_public_map
maplead_83c956c8f68cc917ecb762fd,release_lead_overlay_items,rellead_200be2746772ed22eb00e24a,Central Australian Historical Society NT 1959 ghost expansion lead,NT,Katherine,Katherine,Research lead overlay,overlay_not_public_map
maplead_01dbaf6e59fa5639952cc7a1,release_lead_overlay_items,rellead_3f3a84f250763f9a48315c72,Historical Society of the Northern Territory NT 1959 ghost expansion lead,NT,Alice Springs,Alice Springs,Research lead overlay,overlay_not_public_map
maplead_0c48aa61496495ab4345d8b0,release_lead_overlay_items,rellead_cc24d8ce54cfa8416777e7eb,Historical Society of the Northern Territory NT 1959 ghost expansion lead,NT,Alice Springs,Alice Springs,Research lead overlay,overlay_not_public_map
maplead_5f67d0199e856525e0d0e7fb,release_lead_overlay_items,rellead_88bf85a8146cbe52a83d6d95,Katherine Museum NT 1959 ghost expansion lead,NT,Darwin,Darwin,Research lead overlay,overlay_not_public_map
maplead_9fe54f3776e618b8593e5710,release_lead_overlay_items,rellead_bf584a9eacfdcb9d5607c860,Museum and Art Gallery of the Northern Territory NT 1959 ghost expansion lead,NT,Katherine,Katherine,Research lead overlay,overlay_not_public_map
maplead_f589ff70671a4ff4645ee8a5,release_lead_overlay_items,rellead_958304a855b4e1ea8d160b71,Pine Creek Museum NT 1959 ghost expansion lead,NT,Katherine,Katherine,Research lead overlay,overlay_not_public_map
maplead_de9e6f2f83773347ff4a3184,release_lead_overlay_items,rellead_e3aaec65b05a1fd5f1d1929b,LANT Archives Navigator NT 1959 ghost expansion lead,NT,Pine Creek,Pine Creek,Research lead overlay,overlay_not_public_map
maplead_5283a68b97c28a3782aa2f6a,release_lead_overlay_items,rellead_62d3c68220690b3da468f383,Library & Archives NT NT 1959 ghost expansion lead,NT,Alice Springs,Alice Springs,Research lead overlay,overlay_not_public_map
maplead_1ca508f76b0fd5382b1ca280,release_lead_overlay_items,rellead_74e4a95a4f1826ba3ab9ba7c,Library & Archives NT Catalogue NT 1959 ghost expansion lead,NT,Alice Springs,Alice Springs,Research lead overlay,overlay_not_public_map
maplead_9371b540321b26971bf5f02c,release_lead_overlay_items,rellead_fcfd1c8f4fcb6e71d5254316,Territory Stories NT 1959 ghost expansion lead,NT,Tennant Creek,Tennant Creek,Research lead overlay,overlay_not_public_map
maplead_6771d7eb988c14edc1411113,release_lead_overlay_items,rellead_01031cee33a4cffd793c141e,Territory Stories NT 1959 ghost expansion lead,NT,Pine Creek,Pine Creek,Research lead overlay,overlay_not_public_map
maplead_c762702a9f8a1d95ff9608a5,release_lead_overlay_items,rellead_cc80bcbb042173a116c2098b,Alice Springs Public Library Local History NT 1960 ghost expansion lead,NT,Darwin,Darwin,Research lead overlay,overlay_not_public_map
maplead_3cf0cf34f36401f41174611c,release_lead_overlay_items,rellead_1c9852deb72d068c1b9750a5,Alice Springs Public Library Local History NT 1960 ghost expansion lead,NT,Darwin,Darwin,Research lead overlay,overlay_not_public_map
maplead_c017dce6530bffeb7e281b2a,release_lead_overlay_items,rellead_3d87e733fa7f78530371b4c5,Darwin City Libraries Local History NT 1960 ghost expansion lead,NT,Katherine,Katherine,Research lead overlay,overlay_not_public_map
maplead_0b6bc53a41f9ddb6ac22e232,release_lead_overlay_items,rellead_f41694df348f5c013cd0b3ca,Darwin City Libraries Local History NT 1960 ghost expansion lead,NT,Katherine,Katherine,Research lead overlay,overlay_not_public_map
maplead_3c4562efd9585333f9463c32,release_lead_overlay_items,rellead_bd006db5d74fc094a24424a7,Tennant Creek and Barkly History NT 1960 ghost expansion lead,NT,Alice Springs,Alice Springs,Research lead overlay,overlay_not_public_map
maplead_c690f3980c7fb1d92350543a,release_lead_overlay_items,rellead_dcd7ae1f7dbc0f2a47ee5188,NT Heritage Register NT 1960 ghost expansion lead,NT,Pine Creek,Pine Creek,Research lead overlay,overlay_not_public_map
maplead_d70b157fd46fdd143950b184,release_lead_overlay_items,rellead_4fb6533928c6aa7c654de079,National Trust NT NT 1960 ghost expansion lead,NT,Pine Creek,Pine Creek,Research lead overlay,overlay_not_public_map
maplead_7f1a2fb5a67b6d1bda6ef645,release_lead_overlay_items,rellead_21a28c4c64425fffd3ebd717,National Trust Northern Territory NT 1960 ghost expansion lead,NT,Pine Creek,Pine Creek,Research lead overlay,overlay_not_public_map
maplead_5a5aeffdded5125e368c2315,release_lead_overlay_items,rellead_cc2e67aec69134e7b160fe62,Northern Territory Heritage Register NT 1960 ghost expansion lead,NT,Katherine,Katherine,Research lead overlay,overlay_not_public_map
maplead_1a3f7e80e5158b2301fcd1d3,release_lead_overlay_items,rellead_c2904ac6ee83a4c8119a7132,Central Australian Historical Society NT 1960 ghost expansion lead,NT,Alice Springs,Alice Springs,Research lead overlay,overlay_not_public_map
maplead_68fbf44396043778c3d00d9f,release_lead_overlay_items,rellead_8f1dc48494eab1b11370b270,Historical Society of the Northern Territory NT 1960 ghost expansion lead,NT,Tennant Creek,Tennant Creek,Research lead overlay,overlay_not_public_map
maplead_e0594fd6957c8a4f87c105ae,release_lead_overlay_items,rellead_4cdee6f2e589af4e565606ef,Historical Society of the Northern Territory NT 1960 ghost expansion lead,NT,Tennant Creek,Tennant Creek,Research lead overlay,overlay_not_public_map
maplead_9f7cc6f9245d19af79179038,release_lead_overlay_items,rellead_faea1ec5c4a81b9137ed25dc,Katherine Museum NT 1960 ghost expansion lead,NT,Katherine,Katherine,Research lead overlay,overlay_not_public_map
maplead_d03968f4d933f504f9a31da8,release_lead_overlay_items,rellead_f0a66fe5239f4112ca686327,Museum and Art Gallery of the Northern Territory NT 1960 ghost expansion lead,NT,Katherine,Katherine,Research lead overlay,overlay_not_public_map
maplead_d73aa8a820decee06fed1b52,release_lead_overlay_items,rellead_58a65a0efc9267a3b07438c8,Pine Creek Museum NT 1960 ghost expansion lead,NT,Alice Springs,Alice Springs,Research lead overlay,overlay_not_public_map
maplead_02e5d9c0b960ccb2c6672d07,release_lead_overlay_items,rellead_78662cc2f62ddb795dcc6a66,LANT Archives Navigator NT 1960 ghost expansion lead,NT,Darwin,Darwin,Research lead overlay,overlay_not_public_map
maplead_d4a8a7cde4bcaaced421aa63,release_lead_overlay_items,rellead_8ca8efe8137cd464dde54dac,Library & Archives NT NT 1960 ghost expansion lead,NT,Alice Springs,Alice Springs,Research lead overlay,overlay_not_public_map
maplead_610d8193f537eae50d294faa,release_lead_overlay_items,rellead_b3a315c47ef78660af72d34b,Library & Archives NT Catalogue NT 1960 ghost expansion lead,NT,Tennant Creek,Tennant Creek,Research lead overlay,overlay_not_public_map
maplead_a6c3c85f1890e20bff08bb1f,release_lead_overlay_items,rellead_56c5140b099f16e0af33f891,Territory Stories NT 1960 ghost expansion lead,NT,Pine Creek,Pine Creek,Research lead overlay,overlay_not_public_map
maplead_315680d2e8974cae5305b0c2,release_lead_overlay_items,rellead_a8c14eb6e944cb3193df8f8c,Territory Stories NT 1960 ghost expansion lead,NT,Pine Creek,Pine Creek,Research lead overlay,overlay_not_public_map
maplead_2c79467c5a30894da2ada8cf,release_lead_overlay_items,rellead_e8a8fe56061f6af93e31ff54,Alice Springs Public Library Local History NT 1961 ghost expansion lead,NT,Katherine,Katherine,Research lead overlay,overlay_not_public_map
maplead_c038bfb2a4860c40f935feb2,release_lead_overlay_items,rellead_34e6950dd32156eb8e392632,Alice Springs Public Library Local History NT 1961 ghost expansion lead,NT,Katherine,Katherine,Research lead overlay,overlay_not_public_map
maplead_9ba14c4469b6438ee15ff766,release_lead_overlay_items,rellead_0861a5c609fc911af08cfd00,Darwin City Libraries Local History NT 1961 ghost expansion lead,NT,Alice Springs,Alice Springs,Research lead overlay,overlay_not_public_map
maplead_db17fc0b1587bf2efdcb0ef9,release_lead_overlay_items,rellead_7adf713d564e84b939a2715b,Darwin City Libraries Local History NT 1961 ghost expansion lead,NT,Alice Springs,Alice Springs,Research lead overlay,overlay_not_public_map
maplead_7db554204ad1f88c03d636ed,release_lead_overlay_items,rellead_50533a0d85539d9e1b9ef403,Tennant Creek and Barkly History NT 1961 ghost expansion lead,NT,Tennant Creek,Tennant Creek,Research lead overlay,overlay_not_public_map
maplead_f3b952124d6919c28625f1dc,release_lead_overlay_items,rellead_d8e72c12b608b751070c9908,NT Heritage Register NT 1961 ghost expansion lead,NT,Pine Creek,Pine Creek,Research lead overlay,overlay_not_public_map
maplead_ad6edd6c120dd5e704085e6a,release_lead_overlay_items,rellead_9fbdcdf040e3aa5da783843c,National Trust NT NT 1961 ghost expansion lead,NT,Darwin,Darwin,Research lead overlay,overlay_not_public_map
maplead_462581c196737a44601c055a,release_lead_overlay_items,rellead_8c5f469dda71b5cfe7ad862c,National Trust Northern Territory NT 1961 ghost expansion lead,NT,Darwin,Darwin,Research lead overlay,overlay_not_public_map
maplead_26aae407167f4542b86e93c3,release_lead_overlay_items,rellead_80b19be190afbc0e4921f98d,Northern Territory Heritage Register NT 1961 ghost expansion lead,NT,Katherine,Katherine,Research lead overlay,overlay_not_public_map
maplead_9e55177f64dcaa5df55cd3bc,release_lead_overlay_items,rellead_e9c713d5c3ce91dc8f9e8701,Central Australian Historical Society NT 1961 ghost expansion lead,NT,Tennant Creek,Tennant Creek,Research lead overlay,overlay_not_public_map
maplead_05c222a94ed70b6923582284,release_lead_overlay_items,rellead_94c02ba613d1e9dd3dcb8446,Historical Society of the Northern Territory NT 1961 ghost expansion lead,NT,Pine Creek,Pine Creek,Research lead overlay,overlay_not_public_map
maplead_26efd17d1c7ce7a5cc1f6ef7,release_lead_overlay_items,rellead_098fad31a889bb79e87843e2,Historical Society of the Northern Territory NT 1961 ghost expansion lead,NT,Pine Creek,Pine Creek,Research lead overlay,overlay_not_public_map
maplead_b72b39b5bd6a17e8442ce98e,release_lead_overlay_items,rellead_a2d5ee0b36acb6b879a4e8ee,Katherine Museum NT 1961 ghost expansion lead,NT,Alice Springs,Alice Springs,Research lead overlay,overlay_not_public_map
